expr_val	ids_jan	ids_gte	ids_tcgan
9.56	23987,24242,25235,25597,25740,26427,27982,28046,28670,29093,29900,32537,33040,33164,33348,33896,34252,34794,35357,35689,36093,37214,37230,37443,37445,38243,38386,38391,38552		
9.57	24199,24513,25159,25260,25327,26006,26118,26162,26366,27426,29265,30117,31067,31075,31224,31277,31413,31804,32190,32573,33786,34509,36550,36554,36665,37209,37336,37934,38061,38095		
9.58	23878,24485,24616,24751,26030,26299,27154,28055,28930,29130,29686,31030,31512,31915,32203,33119,33434,33910,34026,34158,34453,34590,35773,35908,36304,36510,36995,37812,38557		
9.59	24852,25123,25173,25450,25590,25701,26203,26284,26319,26428,26715,26753,27459,27718,28005,28668,28834,29308,29963,30052,30288,31298,31860,31948,32298,32589,32815,33033,33209,34371,35178,35403,35914,36297,36960,37103,37810		
9.6	24358,24364,24399,24606,26174,26179,26376,27017,27557,28045,28558,29046,29084,29085,29361,29740,29990,30056,30096,30234,30740,30965,31855,31859,31895,32789,33447,33899,34006,34895,36391,36453,37785,38542,38573		
9.61	24586,24861,24941,25000,25295,25657,26010,26316,26618,27051,27360,27361,28200,29441,31378,31779,32692,33097,33384,34358,35089,35777,35835,36099,37573,37878,38506,38563		
9.620000000000001	23758,23910,23928,24565,25042,25111,25273,25491,26098,26124,26625,26811,27039,27181,27227,27919,28111,28209,28296,28582,28815,29580,30382,30454,30806,30864,31019,31247,31388,32195,32389,32783,32802,33751,34055,34366,34711,34724,35221,38662		
9.63	26246,26745,28070,28076,28185,28241,28673,29954,31593,31709,31757,32816,33202,34144,35504,35809,35861,36816,37899,38017,38131,38275,38396		
9.64	24474,24986,25284,25782,25862,26059,26477,26586,26718,26807,27105,27476,28271,29404,30374,30813,30966,31101,31347,31724,32512,32811,32945,34288,34920,35151,35528,35687,35863,36025,36334,36430,37112,37215,37747,38124		
9.65	23801,24248,24921,26241,26721,26924,27701,27959,28019,28157,29657,30804,31253,31773,32020,32092,32230,32293,32682,32707,33582,33693,33991,34061,35726,36420,37072,37139,37486,37723,37777,38116,38401		
9.66	24287,24887,25404,26398,27188,27729,28210,29485,29615,29616,31104,31160,31654,31769,32101,32470,33576,34314,34865,35702,36419,36494,37668,37713		
9.67	23720,23859,24752,25524,25730,25749,25940,26360,26377,27391,27945,29398,30688,31342,31495,31551,32147,32385,32719,34242,36432,37048,37285,37555,37666,38010,38099,38256,38263		
9.68	24370,24607,24784,25066,26860,27114,27595,27772,27801,27878,28634,29002,29432,29458,29866,29970,30235,30369,30423,31424,33759,35933,36664,36932,37430,37566,38408		
9.69	23957,24306,24865,25595,25885,26455,27308,27464,28196,28254,28615,29601,30728,31252,31742,32465,32792,32941,32992,33604,33821,33834,35191,35208,35626,35733,36022,36101,36651,37389,37423,37876,38421,38488		
9.700000000000001	24378,25004,25220,25363,26202,26259,27325,27527,28932,29914,30321,31066,31524,32320,33405,33436,34084,34096,34195,34228,34487,35709,35956,36722,37046,37349,37801,37959,38052,38079,38537,38643		
9.71	24554,25253,25426,27064,27229,27238,27588,27849,27872,28023,28619,28682,29129,29316,33048,34297,34405,34457,34559,35378,35943,36224,37410,38223		
9.72	23895,25194,26638,26748,27170,27390,28202,28616,28636,29329,29352,29591,29662,30293,30419,30473,30553,30798,31021,31149,31971,34248,34343,34577,34615,35088,35190,35298,35579,36037,36211,36445,36446,36719,37857		
9.73	24823,25307,25634,25654,25862,25923,26462,26592,26772,26851,26916,27901,28003,28470,28960,29480,30340,30392,30634,32511,33574,33773,35224,35581,36209,36922,37107,37255,37316,37429,37472,37921,38067,38117,38667		
9.74	25384,25994,26002,26220,26412,26640,27493,28647,28911,29062,29128,30416,30517,30678,30731,31439,31624,31967,32175,32275,33584,33994,34117,34152,35706,35979,35990,36492,36731,38345,38352,38372		
9.75	23715,24039,24759,25172,26476,26993,27041,27601,27735,27798,27876,28063,29275,29565,31295,31460,31563,31746,32510,33000,33883,34412,34470,34471,34687,35465,36023,36108,36680,36929,37117,37408,38333,38435		
9.76	24795,26031,26702,27000,27639,27812,27864,27925,28309,28570,28745,29092,29132,30123,30319,31033,31116,31419,32180,32513,32690,32856,32878,33351,33940,34108,34142,34338,34624,36194,36678,36726,37597,37748,37771,37940		
9.77	23982,24244,25346,26025,26699,27016,27580,27682,28507,29815,29881,29896,31209,31386,32121,32838,32934,33277,33552,34003,34653,35545,36787,37067,37831,37943,38091,38114		
9.78	23901,23985,24636,26056,26228,26294,26509,26560,26653,26816,27800,28510,29207,29425,30718,30739,31109,32505,32551,34361,34547,34977,35274,35360,36214,36294,36454,36535,36573,37099,37146,37167,37237,37952,38387,38567,38680		
9.790000000000001	23647,24320,25013,25619,26009,26312,26598,26877,27171,28109,28151,28184,28641,28666,29197,29366,30096,30151,30764,30844,31057,31068,31390,32127,32440,32946,33181,33375,33929,34024,34233,35346,35490,36378,36623,36943,37481,38102,38289		
9.8	24171,24406,24561,24670,25032,26038,26322,26896,28367,28969,29377,29563,29799,30069,31001,31283,31642,32149,32324,32387,33282,33549,34232,35253,35714,35903,36257,37213,38638		
9.81	23883,24453,24500,25630,25724,25961,26027,26629,26929,27266,27868,29038,29113,29417,29509,29702,30446,30994,31034,31327,31700,31924,32463,33064,33937,35640,36381,36708,37346,38050,38110,38224		
9.82	23761,24381,25180,25402,25596,27024,27533,28049,28595,29266,29409,29519,31115,31844,33901,35045,35573,35614,36794,37334,38171,38413		
9.83	24719,25095,25616,25976,26045,26461,26988,28516,28651,28678,28759,29478,29632,31185,31188,31414,32391,32704,32942,33831,33974,34028,34626,34777,35087,35257,35271,35771,36206,36301,36641,36658,36930,38584		
9.84	23792,23950,24819,24889,25531,25767,26169,26542,26599,27436,28057,28168,28218,29735,29940,32859,33220,33798,35017,35513,36260,36464,36634,36886,37204,37296,37594,37655,37992,38092,38295,38668		
9.85	23892,24140,26543,27079,27251,27721,28552,28952,28996,30760,31485,31806,32243,32712,33249,33253,33677,33852,34284,34437,35073,35709,35844,37269,37695		
9.86	23765,23769,24494,25282,25879,27058,27619,27770,28166,29887,30732,30735,30843,31506,31565,31889,32278,33902,34891,34923,35237,35543,36111,36841,38045		
9.870000000000001	24008,24459,25500,25639,26679,27248,29171,29631,29797,30005,30324,30377,31041,31938,33184,33223,33446,33909,34529,35115,36146,36480,37387,38428,38685		
9.88	24247,25453,27026,27168,28377,29582,30098,30550,30717,30876,32577,33500,33694,34085,34419,35356,35405,36051,36091,36406,36653,37717,37864,37964,38015,38058		
9.89	24193,24634,25084,25142,25685,25780,25842,26560,28154,28181,28856,29029,30532,31171,32386,32478,32691,34930,36052,36062,36804,37575,38180		
9.9	23772,23775,23779,23988,24146,24976,25498,26717,27007,27095,27621,27644,27657,28390,28490,28530,29134,30138,30572,30765,30827,31128,32509,33007,33691,34398,34515,34633,35272,35351,35505,35657,35780,36948,37710,37826,38302,38452		
9.91	23668,23940,24328,24602,24874,24888,24907,25604,26113,26855,28125,28874,28965,30055,30248,30304,30562,30911,31445,32271,33246,34130,34407,34952,35703,35755,35996,37504,38640		
9.92	25400,26186,27069,27324,27378,27438,28278,28726,30071,31922,32407,32851,33248,33887,33918,35432,36481,37484,37540,38005,38121,38475,38630		
9.93	23802,25202,25822,26029,26053,26163,26578,27573,27972,29696,30632,31641,33661,34243,35634,35636,36537,36961,37264,37270,37560,37617		
9.94	23683,23721,24737,25083,25772,25863,26621,27294,27424,29586,29713,29792,29840,30114,30194,30849,31339,31473,31516,33143,33193,33334,33338,33581,34394,35704,35718,37414,37796,37995		
9.950000000000001	23932,24107,24841,25201,25274,25783,25804,26724,27297,27559,27803,28752,28880,29097,29609,29755,30243,30484,30535,30654,30800,31950,32196,32899,33593,33949,35558,35578,35949,36163,36620,36771,36798,37077,37158,37459,37719,38250		
9.96	24512,25280,25835,26024,26545,26714,27009,27149,27244,28270,29076,29738,30316,30626,30736,31364,31637,32152,32920,32964,34464,34472,34536,34579,34899,35126,37084,37309,37426,37555,38082		
9.97	24240,24839,25461,27021,27035,27136,27632,27750,29558,30230,30246,30554,31049,31310,31853,32160,32248,32435,32536,33089,33136,33270,33499,35246,35380,36568,36666,37199,37790,38292		
9.98	24026,24441,24829,25234,25702,25745,26014,26270,26330,26362,26590,26890,27287,28114,28192,29330,29552,31108,32259,33227,34610,34859,34910,34913,36390,36713,36926,37060,37450,38320,38481,38538		
9.99	24260,24553,25070,25094,25867,25875,26948,27043,27615,30074,30275,30671,30803,30860,31117,31408,31657,32054,32424,33231,35500,36858,36940,37036,37550,37565,37654,37941		
10.0	23944,24155,24170,24760,24805,24858,26982,27584,28281,28438,29047,29107,29535,29688,30178,30750,32231,32494,33758,34037,34208,34319,34558,35026,35147,36241,37118,37567,38009,38597		
10.01	23710,24481,24733,25037,25441,25452,25742,26062,26460,26486,27179,27401,27643,28080,28213,28913,28983,29024,29063,29677,29985,30003,30835,30857,30888,31113,31660,31713,32068,32754,33250,33801,34157,35083,35501,35851,35987,36709,37021,37155,37802,38288,38497		
10.02	24763,26813,26825,27286,27431,27499,27807,27833,27857,28064,28679,29699,29916,30272,30712,30811,31048,31372,31423,31756,31942,32183,33066,33671,34694,35882,36020,37966,38123,38177,38395,38501		
10.03	24233,24282,25213,25229,25277,25925,26945,27848,28365,28366,28683,29216,29438,29643,29679,29802,29882,30024,30897,31035,31197,31271,33221,33705,34689,35140,35217,35983,36370,36755,36913,37337,37929,38533,38568,38581		
10.040000000000001	23702,24618,25506,26728,26781,27052,27394,28031,29042,29827,30577,31195,31461,31646,31668,31904,32104,32157,32517,32576,32800,33394,34264,34397,34399,35031,35393,35711,36006,36325,36803,37253,37601,38453		
10.05	25063,25591,26827,27656,27933,27996,28692,30291,31435,31973,32530,32661,33072,33100,33297,34199,34347,34526,34636,34791,34883,35526,35678,35823,36110,36748,37376,37495,37510,37733,38398		
10.06	23778,25312,25607,27908,28005,28633,29193,30050,30704,30969,31943,32233,32552,32890,33859,33933,34986,35203,35260,35971,36845,37598,37937		
10.07	24093,24495,25077,25550,25773,26042,27385,27503,27923,28925,29053,30294,30959,32222,32738,32840,32973,33029,34462,37452,37557,38464		
10.08	23961,23981,24166,24356,26950,27269,28602,28631,28959,29628,29873,30252,30463,30734,31216,31267,31478,31529,31929,32807,33411,33728,34770,35540,35783,35825,35950,35984,36008,36320,36385,36702,37039,37576,38329		
10.09	23933,23993,24048,24304,24977,25534,25896,25930,26192,26211,26720,27386,28102,28539,29016,29078,29209,30647,30992,31179,31539,31749,32167,32601,32939,33255,33329,33492,34090,35180,35186,35235,35619,35623,36690,36802,37097		
10.1	23656,23669,24143,24892,25532,27230,27257,27575,28126,28698,29926,29942,30090,30629,30668,30687,30909,33161,33216,33938,34517,35197,35206,35376,35413,36373,36799,36970,37086,37519,37706		
10.11	24529,24546,25348,25379,25741,25790,25848,26345,27856,28276,28505,28589,28681,29089,29133,29243,30060,30127,30197,31126,31311,31705,33200,33704,33822,33842,33965,34702,34958,34974,34987,35322,35419,35647,36300,36338,36956,38070		
10.120000000000001	24483,24709,25887,25906,26054,26658,26892,26923,27189,27235,27771,28265,29397,29561,29647,30097,30181,31319,31639,31656,31923,32605,32845,33228,34636,35291,35302,36063,37734,37787,38291,38449		
10.13	23735,23899,24038,24400,24744,25378,26421,26637,27267,27303,28044,28534,29043,29466,30387,30516,31073,31648,31966,33637,33793,34778,35103,35401,35476,36227,36234,36567,37455,37463,37482,38136		
10.14	23938,24251,25177,25540,26274,26597,26920,26981,27243,27388,27654,27794,27816,27936,28068,28230,28718,30163,30251,31416,32011,32529,32943,33276,35584,35612,36145,36238,37305,37599,38115,38284		
10.15	24341,24403,24702,26022,26879,27048,27083,28379,28416,28525,28705,28751,28861,29033,29701,29782,29884,30167,30371,31065,31118,31481,32087,32530,32713,33219,33239,33430,33470,33719,34040,35353,35457,36589,36939,37321,37602,37823,38369,38601,38604		
10.16	23760,25469,25603,25881,26164,26283,27124,27344,27871,28638,28872,28944,29040,29487,29568,29779,30041,30744,31363,31397,31732,31750,32698,32955,33575,34120,35731,36014,36424,37252,37310,37374,37709		
10.17	23887,24100,24973,25035,25533,25547,25891,26639,27249,27877,28594,28606,28749,30199,30220,30358,31141,33469,34652,35847,36061,36333,36584,37147,37297,38057		
10.18	24422,24764,24769,25488,25683,26187,26372,26579,27927,29139,29529,29610,30133,30164,30216,30613,32297,33380,34062,34071,34461,35149,35739,35808,36216,36476,36527,37850		
10.19	23674,25008,25170,25405,25418,26100,26789,26897,26944,26990,27214,27351,28259,28450,28610,29094,29164,29487,29511,29709,30018,31669,31687,32201,33230,34079,34251,34596,35012,35895,35941,36617,37152,37369,37889,37990,38536,38539		
10.200000000000001	23984,24095,24438,24461,24785,26290,26555,26903,27783,28315,28593,28899,29174,29238,29623,29811,30534,30799,31882,32143,32406,32481,32846,32974,33131,33165,33278,33353,33696,33770,34851,35426,35538,35630,37000,37299,37314,38487		
10.21	23810,24020,24532,24577,24598,24913,26092,26365,26429,26771,26806,27080,27788,28131,28188,28415,28425,28642,29141,29300,30607,30929,31370,31492,31701,33477,34001,34389,34393,34650,34944,36681,38167,38624		
10.22	23915,24377,25038,25045,25324,26959,27787,28158,28347,28458,29442,29583,29716,30089,30222,30536,30807,31816,31970,32931,35085,35402,36509,37394,37496,37712,38290,38499		
10.23	24104,24157,24443,24778,24916,25031,25181,25558,26121,26527,26749,27194,27268,27500,27808,28292,28325,28398,28785,28878,29123,29607,29875,30038,30333,30341,30816,31099,32136,32254,32654,32730,32734,32891,33941,34105,34329,36173,36674,37470,37677,37730,38154,38183,38247		
10.24	24172,24503,24578,24734,25667,27086,27328,28078,28146,29754,29903,30085,30406,30417,30675,31169,31549,31707,31741,32722,32796,32865,33050,33486,33891,34135,34260,34283,35069,36545,37612,37620,38008		
10.25	23789,23886,24559,25478,25499,26125,26215,26892,27529,27715,29179,29793,29842,30193,31501,31643,32170,32716,32764,32810,32880,34607,35508,35743,36143,36414,36514,36576,36588,36697,37442,38562		
10.26	23942,23977,24391,25703,26133,26160,26694,26943,28775,28813,29807,30148,30511,30591,30869,31140,31396,31468,31498,32178,32733,33665,33823,34499,35112,35479,35494,36103,38550,38629,38694		
10.27	23880,24099,24807,25552,26115,26448,26695,27306,27356,27461,27840,28410,28489,29652,31354,31484,32008,32152,32289,34074,34383,35042,35436,36534,36742,36870,37806		
10.28	24131,24574,24866,24933,25074,25748,25757,25889,26472,26544,27579,28252,28524,29325,29773,30332,30743,30931,31218,31493,31740,31774,32004,32162,32857,34196,35762,35837,36195,36565,37102,37811		
10.290000000000001	23632,24147,24163,24885,24975,25315,26842,27050,27483,27496,28095,29505,29570,30086,30398,31504,31608,31827,31878,32598,32603,32742,32774,32812,33109,33222,33379,33507,33550,33819,33959,34413,34498,34779,34832,34852,35047,36553,36635,36774,36864,37268,37439,37786,38280		
10.3	24126,24548,25562,25567,26432,26572,27078,27321,29389,30932,31336,33495,34217,34618,34670,34776,34908,34967,35050,35265,36647,37056,38653		
10.31	24421,24476,24988,25269,25515,25784,26161,26227,26457,26631,26960,27273,27398,27820,28203,29259,30350,30540,30814,31191,31285,31314,31456,31523,32199,32732,33111,33506,33963,34267,34725,35000,35142,36788,37064,37664,38001,38122,38304,38367		
10.32	23734,24346,24564,24935,25009,25091,25736,26191,26895,27032,27282,27640,28891,29576,30758,30774,31320,31624,31982,32237,33663,34126,34132,34181,34649,35094,35547,35834,36018,36096,37098,37513,37538,37803,37895,38063		
10.33	24089,24775,24999,25410,25474,26406,26559,26581,27377,27389,27405,28947,29009,29819,31387,31453,32749,32801,33742,33890,34552,34693,35278,35574,35921,36217,36927,36973,37446,37591,37643,38002,38270,38287,38355		
10.34	24130,24994,25023,25321,25643,25762,26093,26818,27995,28118,28251,28349,28884,29319,30009,30733,31108,31186,31269,31574,32501,32594,32814,32952,33653,33820,33835,33846,34300,34364,34746,34826,35390,35483,35502,35885,36060,36202,37807,37871,38066,38229,38337,38589		
10.35	24420,24484,24729,25460,26046,27222,27428,27716,28282,28364,28707,28828,28845,29736,30156,30912,31045,31496,31630,32268,32775,34784,34808,35379,36054,36081,36523,36644,36998,38093,38486		
10.36	23638,23714,24071,25371,25915,26318,26407,26577,26817,27082,27368,27429,27627,27775,28897,28924,29326,29712,30530,31448,32559,33082,33556,34257,34265,34290,35230,36032,36457,36716,37490,37607,37781,37887,38312		
10.370000000000001	24800,24924,25212,25298,25733,25744,25868,26349,26394,27010,27705,27888,27894,28106,28356,28486,29170,30551,31110,32786,33105,33158,33269,33328,33493,33616,33872,35596,35810,36046,36842,37165,37205,37308,37708,37978,37986,38272		
10.38	24092,24235,24281,24284,25569,26039,26430,26953,27844,28103,28645,30343,30819,31166,31433,31926,32696,33076,33226,33310,33335,33566,33956,34143,34292,34306,34395,34988,35307,35339,35450,36707,36971,37173,37560,37604		
10.39	23633,24025,24582,24619,24803,25285,25308,25352,25408,25626,26017,26532,26626,26922,28554,28591,29251,29472,29510,29783,30307,30566,32301,33315,33400,33606,34629,34780,34969,35355,35811,35841,35917,36036,36551,36972,37720		
10.4	24413,24987,25113,26051,26452,26677,27194,28016,28195,28846,28951,29204,29310,29477,30011,30035,30157,31036,31083,31866,32239,33138,33537,33727,34528,35028,35580,35790,36265,36272,36906,37078,37684,37722		
10.41	24114,24123,24301,24326,25184,25465,26874,27002,27162,27661,28186,28567,28714,28954,29165,29460,31919,32040,32400,34477,34676,34929,35157,35264,35282,36235,36349,36354,37019,37124,37948,38565,38678		
10.42	24629,25040,26171,26373,26713,27403,28326,28597,29037,29211,29234,29641,29645,29902,30001,31177,31380,31568,31736,31891,32396,33060,34381,34450,34827,35615,36035,36520,36536,37375,38194,38321,38362		
10.43	23913,24165,24344,24504,24762,24985,25039,25196,26906,27687,28163,28233,28841,29768,30560,30761,30946,31012,31360,31382,32002,32868,33388,33868,33889,33964,35239,35712,35791,36686,37268,37553,38153		
10.44	26546,26779,27113,27879,29303,29327,29559,30855,31050,31120,31242,31374,31933,32554,33037,33189,33882,34556,34666,34666,34672,34686,34912,34915,35004,35275,35639,35926,36179,36559,37774,38072		
10.450000000000001	24545,25311,25382,25514,25927,26600,26654,26970,27681,28026,29388,30289,30679,31734,31913,32176,32198,32218,32270,32755,32756,33075,34298,34406,34761,35609,36186,36917,37022,37231,37700,37953,38259,38645		
10.46	23838,24237,24501,24799,25493,25602,26356,26361,27289,27564,27819,27913,28330,28371,28469,28711,29131,29771,30132,30214,31112,31150,31206,31273,31307,31522,31534,31573,32236,32687,33245,34146,34811,35286,36618,36778,36874,37667,37833,38051,38403		
10.47	23839,23897,24970,26257,26321,26712,27012,27242,27505,27832,28298,28583,28895,29072,29108,29524,30325,30425,30507,30547,30851,30899,31714,31983,32249,32444,33205,33403,34036,34182,34743,35387,35464,36663,36844,37405,37744,38462		
10.48	24102,24868,26301,26312,26850,27359,27439,27805,28153,28863,30025,30189,30233,30605,31002,31175,31462,31499,31726,31760,31952,32124,32896,33330,34184,34253,35533,36013,36204,36649,36790,37441,38399		
10.49	23636,23678,24249,24596,26588,26620,27301,27347,27670,28746,29127,29205,30108,30188,30190,31620,31819,32533,32925,33139,33321,33681,33944,34029,34069,34857,35072,35425,36015,36039,36140,36485,37661,37961,38040,38132,38297,38298,38483		
10.5	23653,23795,23934,24084,24748,25001,25132,25343,25991,26156,26194,28219,28605,28703,29386,30169,30866,30867,31317,31393,32917,33102,34155,35475,35767,36675,36847,36892,36896,37413,38060,38071		
10.51	23744,24243,25171,25243,25954,26090,26175,26246,26357,27104,27471,28664,29564,29737,29798,29869,30513,30664,30812,30829,31119,32009,32555,32778,33020,33508,33892,34273,34467,34926,35097,35156,35233,35447,35925,36421,36443,36471,37123,37508,37614,38127,38258,38611		
10.52	23794,23848,23850,24628,25020,25901,26411,27250,27759,27914,28429,29562,29577,29759,29889,30061,30209,31071,31087,31308,31340,31343,32316,33281,33578,33647,34113,34812,35214,35319,36016,36155,36323,36442,38077,38212,38301		
10.53	23885,24433,25135,25803,27047,27277,27420,27555,27651,29049,30208,31282,31371,31543,31944,32017,32380,32688,32922,33106,33580,33979,34209,35018,35117,35195,36048,36683,37364,37987,38138,38400		
10.540000000000001	23763,24315,24741,25559,27077,27158,27166,27215,27313,27317,27624,28273,28314,29708,30045,30681,31994,32805,32848,32881,33824,34932,34951,35250,36413,36570,36739,37348,37691		
10.55	23889,24024,24557,24948,25106,25403,25565,26199,26258,26615,28180,28280,28451,29725,30721,30858,30878,31367,32319,32447,32884,33195,34970,35129,35957,36593,37304,37677,37877		
10.56	24014,24540,24842,24848,25081,25924,26574,27293,27309,27376,27535,27536,29663,29788,30122,30504,30660,30703,30725,32102,32397,32401,33234,33855,33908,34139,35888,36581,36920,38616		
10.57	23724,24124,24269,25061,25087,25131,26167,26352,26662,26934,27060,27975,28062,29794,30110,30212,30359,31014,31394,31428,31503,31689,32072,33934,33950,34078,34140,34384,34768,36092,36275,36502,36846,36994,37222,37247,37359,37363,37600		
10.58	24360,25789,26263,26328,26375,26423,26849,26899,27207,27365,27713,27863,28167,28216,28710,28766,29024,29221,29717,29912,29956,31182,31304,31409,32547,32858,33024,33664,33697,34303,34348,34452,34516,34673,34692,34793,35819,36717,38021,38130,38201,38454		
10.59	24117,24583,24686,24857,24928,25144,25272,25542,25958,26552,26991,27055,27201,27275,27379,27613,28462,28838,29059,29422,30223,30656,30685,30797,31359,31744,31909,32490,32527,33545,34694,34963,35552,36369,36486,37342,37579,37605		
10.6	24016,24480,24914,25033,26184,26436,26583,27479,27739,27836,27875,27882,27924,28388,29144,29332,30684,30818,31385,31659,32193,33402,33670,33782,34080,34356,35666,35797,36228,36405,37014,37407,38054,38197,38622		
10.61	23680,23868,24159,24668,24731,25609,26075,26296,26876,27628,27637,27740,27885,28031,28361,29428,29731,30696,31775,32410,32826,33393,33547,34463,35044,35535,35539,36304,36515,36759,37362,38036,38133		
10.620000000000001	23645,24040,24127,24402,24982,26381,26777,26805,27167,27173,28194,28432,29671,29714,30135,30258,30705,30845,31479,32052,32487,33364,33735,34481,34560,34824,35774,36751,36886,37013,37040,37066,37659,37815,38265,38642		
10.63	24591,24794,25028,25262,25746,26064,26129,26474,26514,26627,27054,27532,27570,29830,30603,30859,31787,32282,32292,32781,32867,32968,33851,34013,34186,35032,35105,35135,35458,35852,36201,36409,36693,36694,37061,37125,37932,38084,38436		
10.64	23655,23733,24347,24585,24627,24723,24984,25776,26335,27417,27942,28262,28765,29578,30991,31357,31711,31811,32161,32417,33011,33922,34097,34103,34106,34813,35067,35411,35998,36164,36621,36773,36850,36891,37332,37596,37763,38038,38139,38257,38517		
10.65	23969,24300,24411,24566,24756,24910,25166,25855,28378,28473,29557,30134,30327,30497,30856,30905,31591,32579,32735,33096,33643,33867,35078,35292,35295,35377,35398,35496,35606,35675,35792,36040,36177,36529,37020,37062,37395,37697,38030		
10.66	25512,25766,26177,26260,26473,26882,26979,27023,27437,28223,28249,28391,29172,29206,30394,31180,31420,31719,31763,31780,31916,31985,32095,32442,32528,33041,33217,34109,34141,34254,35192,36450,36594,36622,36689,37157,37584,37797,37919,38166		
10.67	23670,24145,26706,26868,27233,27572,27706,27843,27883,28043,30155,30458,30893,31361,31398,32012,32086,32169,32224,34031,34543,36083,36223,36876,36962,37009,37023,37176		
10.68	24955,25266,25760,26018,26145,26434,28399,28613,29802,30667,31395,32322,32431,33155,33186,33645,34555,34631,35220,35431,35434,35622,35750,37690,37854		
10.69	24448,24531,24825,25769,26783,28212,28742,29184,29574,29726,29988,30283,30396,31279,31306,31781,31881,31945,32240,32450,32766,32855,33325,34375,34853,35020,35285,37031,37113,37263,37333,37444,37985		
10.700000000000001	23637,23743,24526,24640,24664,24980,25022,25358,25490,25588,25735,25960,26005,26165,26222,26250,26364,26368,28178,28843,29335,30430,31159,31328,31403,31562,31653,32541,32927,35154,35199,35341,35633,38686		
10.71	23983,24065,24524,26043,26096,26190,26371,27577,27597,29301,29644,29871,29879,30210,30606,30751,30794,31383,31800,31871,32208,32314,32597,32839,32932,32962,33521,33533,34197,34373,34497,34614,34855,35057,35232		
10.72	23736,24028,24057,24867,25968,27466,27689,27695,27859,27865,28183,28191,28999,29642,29923,29986,30046,31086,32390,32507,33344,33509,33874,34160,34234,34931,35111,36218,36561,36705,37491,37702		
10.73	24053,24445,24799,25431,25551,25629,25668,26037,26999,27186,27218,27793,27987,28504,28572,28937,29149,31918,32107,32153,32244,32718,32924,33843,34147,35106,36341,36548,36667,37104,37296,37571,37627,37913		
10.74	23696,23755,23977,24225,24463,24593,24642,24781,24930,25743,25781,26111,26475,26680,26708,27011,27183,27211,27436,27815,28320,28336,29347,30093,30710,30766,30963,32113,32212,32791,33558,34535,34616,35155,35391,35443,35530,37480,37687,38469		
10.75	24393,24623,24964,25938,26449,27965,28174,28793,29859,30239,30886,31070,31142,31238,31596,31903,32077,32165,32464,33031,34091,34817,34900,35952,36704,36848,37984		
10.76	25561,25608,25727,25892,26520,26585,27367,27963,28538,29022,29626,30370,30491,31265,31834,32571,32592,32600,32701,32947,32966,33871,34328,34663,35175,35846,37149,37240,37663,37679		
10.77	24181,24428,24782,25548,26524,26525,27665,27962,28121,28150,28156,28650,29118,29620,29832,31077,31146,31333,32467,32515,33340,33973,34104,34160,34317,35128,35625,35693,36331,36562,37017,37159,37219,37469,37483,37544,37696		
10.78	23741,24138,24349,24873,24919,24944,25183,26208,26445,26962,27374,27966,29073,31284,31755,33243,33354,33726,34330,34765,34856,35040,35137,35193,35948,36949,37818,38129,38691		
10.790000000000001	24149,24313,24840,25290,25574,26144,26400,26533,27302,27484,28518,29056,30723,31960,32139,33792,34262,34482,34735,34795,35486,35503,36274,36374,36506,36805,36823,36979,37879,38037		
10.8	23718,23911,24444,25470,25510,25642,26074,26447,26459,27109,28272,28291,28529,29584,30272,30968,30997,31569,31678,31920,32014,32206,32475,33120,33173,33258,33977,34593,35222,36388,36462,36625,37018,37608		
10.81	23997,24351,25886,26787,27074,27556,27561,28497,29018,29445,30796,30998,31680,31896,31986,33108,33562,33791,34221,34634,34658,34804,35323,35343,35548,35890,35953,36117,36302,36418,37242,37322,37625,37941,38348		
10.82	23684,24853,24854,25516,26207,26271,26847,26905,27502,28136,28596,28736,28792,29491,29523,29658,29813,29929,29973,31914,32794,32893,33241,33561,33844,34955,35279,36513,36587,37425,37770,37897,38476		
10.83	23676,23781,23946,24563,25141,25851,25969,26159,26513,26678,26954,27088,27548,27896,28359,29217,29646,30950,31392,31607,31823,33159,33333,33378,33654,33975,34154,34170,34291,35382,36105,36309,36408,36449,36780,37891,38034		
10.84	23774,24691,25000,25025,26135,26331,27110,27202,27274,27697,30026,32480,32919,33236,33238,33443,33787,33833,34376,34807,35306,35491,36090,36263,37577,37622		
10.85	24647,25477,26941,27038,27164,27825,28300,28427,29469,30182,31344,31535,32053,32272,33302,33368,34148,34308,34344,34632,35077,35267,35929,36643,36814,37638,38080		
10.86	23935,26478,26887,27747,27853,28231,28243,28548,28629,28910,28950,29025,29156,29575,29849,30014,30763,30960,31230,31655,32667,33401,33723,34206,34918,35365,35577,36327,36579,37417,37563,37699,37791		
10.870000000000001	24429,26446,26548,26819,27172,27240,27506,27811,28169,29420,29751,31013,31355,31406,32655,32912,32996,34032,34957,37546,37852,38494		
10.88	24362,24600,27210,27354,28488,28663,28805,28808,28819,28830,28935,29550,30583,30689,30709,31240,31352,31358,31872,32772,32885,32888,33087,33408,33479,33657,34168,34640,34658,35616,35887,36038,36059,37665,37671		
10.89	23713,23719,23953,24603,25871,26235,26305,27056,28094,28562,28573,29087,29484,30166,30825,31384,32181,32910,33423,33680,34350,34574,34622,35259,35593,35804,36571,37409,38074		
